UDI,Product ID,Nombre_Producto,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
6468,L53647,Producto 4895,Bajo,"300,4","309,7",1692,"27,4",115,0,No Failure
6469,L53648,Producto 4896,Bajo,"300,5","309,8",1507,"42,5",117,0,No Failure
6470,M21329,Producto 8939,Medio,"300,4","309,6",1521,35,119,0,No Failure
6471,L53650,Producto 4897,Bajo,"300,4","309,6",1379,"54,5",122,0,No Failure
6472,L53651,Producto 4898,Bajo,"300,4","309,6",1523,"38,5",124,0,No Failure
6473,H35886,Producto 642,Alto,"300,4","309,6",1571,"33,6",126,0,No Failure
6474,H35887,Producto 643,Alto,"300,4","309,5",1547,"50,7",131,0,No Failure
6475,M21334,Producto 8940,Medio,"300,5","309,7",1347,"54,3",136,0,No Failure
6476,L53655,Producto 4899,Bajo,"300,5","309,7",1560,"30,2",139,0,No Failure
6477,L53656,Producto 4900,Bajo,"300,5","309,7",1384,"48,6",141,0,No Failure
6478,L53657,Producto 4901,Bajo,"300,5","309,7",1841,"24,6",143,0,No Failure
6479,L53658,Producto 4902,Bajo,"300,5","309,8",1663,"29,1",145,1,No Failure
6480,L53659,Producto 4903,Bajo,"300,6","309,8",1418,"42,7",147,0,No Failure
6481,L53660,Producto 4904,Bajo,"300,7","309,9",1775,"26,6",149,0,No Failure
6482,L53661,Producto 4905,Bajo,"300,7","309,8",1406,"48,4",151,0,No Failure
6483,L53662,Producto 4906,Bajo,"300,6","309,9",1480,"43,7",153,0,No Failure
6484,L53663,Producto 4907,Bajo,"300,7","309,9",1412,"45,3",155,0,No Failure
6485,H35898,Producto 644,Alto,"300,6","309,8",1913,"22,5",157,0,No Failure
6486,L53665,Producto 4908,Bajo,"300,6","309,8",1629,"37,6",162,0,No Failure
6487,L53666,Producto 4909,Bajo,"300,5","309,8",1939,"21,4",164,0,No Failure
6488,H35901,Producto 645,Alto,"300,6","309,8",1541,"36,2",166,0,No Failure
6489,L53668,Producto 4910,Bajo,"300,7","309,8",1330,"54,4",171,0,No Failure
6490,M21349,Producto 8941,Medio,"300,7","309,8",1490,"38,8",173,0,No Failure
6491,L53670,Producto 4911,Bajo,"300,7","309,9",1383,"44,5",176,0,No Failure
6492,L53671,Producto 4912,Bajo,"300,8",310,1468,"52,7",178,0,No Failure
6493,M21352,Producto 8942,Medio,"300,8","309,9",1444,46,180,0,No Failure
6494,L53673,Producto 4913,Bajo,"300,7","309,8",1363,"53,1",183,0,No Failure
6495,L53674,Producto 4914,Bajo,"300,6","309,7",1617,"33,2",185,0,No Failure
6496,M21355,Producto 8943,Medio,"300,6","309,8",1694,"31,1",187,0,No Failure
6497,L53676,Producto 4915,Bajo,"300,7","309,9",1815,27,190,0,No Failure
6498,L53677,Producto 4916,Bajo,"300,8","309,9",1312,"65,3",192,1,Overstrain Failure
6499,H35912,Producto 646,Alto,"300,8","309,9",2041,"19,2",194,0,No Failure
6500,L53679,Producto 4917,Bajo,"300,9",310,1671,"26,8",199,0,No Failure
6501,M21360,Producto 8944,Medio,"300,9",310,1416,"46,6",201,0,No Failure
6502,M21361,Producto 8945,Medio,"300,9",310,1600,36,204,0,No Failure
6503,L53682,Producto 4918,Bajo,"300,9",310,2595,"13,7",207,0,No Failure
6504,M21363,Producto 8946,Medio,"300,9","309,9",1465,"42,9",209,0,No Failure
6505,M21364,Producto 8947,Medio,301,"310,1",1681,"27,4",212,0,No Failure
6506,L53685,Producto 4919,Bajo,"301,1","310,1",1457,"39,6",215,0,No Failure
6507,H35920,Producto 647,Alto,301,"310,1",1454,"44,1",217,0,No Failure
6508,L53687,Producto 4920,Bajo,301,"310,1",1558,"32,6",0,0,No Failure
6509,H35922,Producto 648,Alto,301,"310,1",1756,"30,7",2,0,No Failure
6510,L53689,Producto 4921,Bajo,"301,1","310,1",1564,"36,8",7,0,No Failure
6511,L53690,Producto 4922,Bajo,"301,1","310,2",1455,"55,3",9,0,No Failure
6512,M21371,Producto 8948,Medio,"301,2","310,1",2280,"15,7",11,0,No Failure
6513,M21372,Producto 8949,Medio,"301,1",310,1433,"48,1",14,0,No Failure
6514,L53693,Producto 4923,Bajo,"301,1",310,1513,38,17,0,No Failure
6515,L53694,Producto 4924,Bajo,301,"309,9",1507,"41,8",19,0,No Failure
6516,L53695,Producto 4925,Bajo,301,310,1480,"43,5",21,0,No Failure
6517,H35930,Producto 649,Alto,"301,1",310,1470,"40,1",23,0,No Failure
6518,L53697,Producto 4926,Bajo,"301,1","310,1",1540,"36,6",28,0,No Failure
6519,H35932,Producto 650,Alto,301,310,1212,"67,9",30,0,No Failure
6520,L53699,Producto 4927,Bajo,"301,1","310,1",1417,"46,9",35,0,No Failure
6521,M21380,Producto 8950,Medio,"301,2","310,1",1666,"34,9",37,0,No Failure
6522,L53701,Producto 4928,Bajo,"301,1","310,1",1666,"27,2",40,0,No Failure
6523,L53702,Producto 4929,Bajo,"301,1","310,1",1489,"45,8",42,0,No Failure
6524,M21383,Producto 8951,Medio,"301,1","310,2",1850,"27,7",44,0,No Failure
6525,L53704,Producto 4930,Bajo,"301,1","310,4",1874,"24,8",47,0,No Failure
6526,L53705,Producto 4931,Bajo,"301,1","310,4",1312,"73,6",49,1,Power Failure
6527,L53706,Producto 4932,Bajo,"301,2","310,4",1515,"38,4",51,0,No Failure
6528,L53707,Producto 4933,Bajo,"301,2","310,4",1516,"44,4",53,0,No Failure
6529,L53708,Producto 4934,Bajo,"301,2","310,5",1546,40,55,0,No Failure
6530,L53709,Producto 4935,Bajo,"301,3","310,6",1481,"40,9",57,0,No Failure
6531,H35944,Producto 651,Alto,"301,3","310,6",1605,"32,5",59,0,No Failure
6532,H35945,Producto 652,Alto,"301,2","310,7",1656,"26,2",64,0,No Failure
6533,H35946,Producto 653,Alto,"301,2","310,6",1352,52,69,0,No Failure
6534,L53713,Producto 4936,Bajo,"301,3","310,7",1504,"47,2",74,0,No Failure
6535,L53714,Producto 4937,Bajo,"301,3","310,6",1436,"44,2",76,0,No Failure
6536,H35949,Producto 654,Alto,"301,2","310,5",1505,"43,6",78,0,No Failure
6537,L53716,Producto 4938,Bajo,"301,3","310,5",1406,"47,1",83,0,No Failure
6538,M21397,Producto 8952,Medio,"301,3","310,5",1481,"39,7",85,0,No Failure
6539,L53718,Producto 4939,Bajo,"301,4","310,7",1487,"44,6",88,0,No Failure
6540,L53719,Producto 4940,Bajo,"301,4","310,7",1436,"54,1",90,0,No Failure
6541,M21400,Producto 8953,Medio,"301,4","310,7",1368,"63,7",92,1,Power Failure
6542,L53721,Producto 4941,Bajo,"301,4","310,7",1509,"38,3",95,0,No Failure
6543,L53722,Producto 4942,Bajo,"301,4","310,8",1543,"36,9",97,0,No Failure
6544,L53723,Producto 4943,Bajo,"301,4","310,8",1698,"29,6",99,0,No Failure
6545,M21404,Producto 8954,Medio,"301,4","310,7",1470,"46,5",101,0,No Failure
6546,M21405,Producto 8955,Medio,"301,4","310,8",1738,"30,3",104,0,No Failure
6547,M21406,Producto 8956,Medio,"301,4","310,8",1530,"39,9",107,0,No Failure
6548,L53727,Producto 4944,Bajo,"301,4","310,8",1740,"29,2",110,0,No Failure
6549,L53728,Producto 4945,Bajo,"301,4","310,8",1770,"24,1",112,0,No Failure
6550,H35963,Producto 655,Alto,"301,3","310,6",1527,44,114,0,No Failure
6551,L53730,Producto 4946,Bajo,"301,3","310,7",1516,46,119,0,No Failure
6552,L53731,Producto 4947,Bajo,"301,4","310,7",1616,"36,5",121,0,No Failure
6553,L53732,Producto 4948,Bajo,"301,4","310,7",1786,"26,1",123,0,No Failure
6554,L53733,Producto 4949,Bajo,"301,4","310,8",1389,"52,7",125,0,No Failure
6555,M21414,Producto 8957,Medio,"301,4","310,7",1639,"29,8",127,0,No Failure
6556,H35969,Producto 656,Alto,"301,5","310,7",1394,"46,7",130,0,No Failure
6557,L53736,Producto 4950,Bajo,"301,5","310,7",1686,"27,9",135,0,No Failure
6558,M21417,Producto 8958,Medio,"301,5","310,6",1638,"31,9",137,0,No Failure
6559,M21418,Producto 8959,Medio,"301,5","310,6",1447,"41,9",140,0,No Failure
6560,H35973,Producto 657,Alto,"301,5","310,6",1512,39,143,0,No Failure
6561,L53740,Producto 4951,Bajo,"301,6","310,8",1961,"21,8",148,0,No Failure
6562,L53741,Producto 4952,Bajo,"301,5","310,7",1596,"35,4",150,0,No Failure
6563,M21422,Producto 8960,Medio,"301,5","310,7",1871,"21,3",152,0,No Failure
6564,L53743,Producto 4953,Bajo,"301,5","310,7",1942,"20,5",155,0,No Failure
6565,L53744,Producto 4954,Bajo,"301,4","310,6",1557,"38,2",157,0,No Failure
6566,L53745,Producto 4955,Bajo,"301,4","310,6",1550,"36,8",159,0,No Failure
6567,L53746,Producto 4956,Bajo,"301,3","310,6",1966,"22,6",161,0,No Failure
6568,M21427,Producto 8961,Medio,"301,3","310,6",1499,"36,1",163,0,No Failure
6569,L53748,Producto 4957,Bajo,"301,3","310,6",1521,"36,3",166,0,No Failure
6570,M21429,Producto 8962,Medio,"301,4","310,7",1375,42,168,0,No Failure
6571,L53750,Producto 4958,Bajo,"301,4","310,6",1634,"31,1",171,0,No Failure
6572,M21431,Producto 8963,Medio,"301,3","310,6",1378,"49,4",173,0,No Failure
6573,L53752,Producto 4959,Bajo,"301,4","310,7",1428,"53,7",176,0,No Failure
6574,M21433,Producto 8964,Medio,"301,4","310,6",1855,"25,3",178,0,No Failure
6575,L53754,Producto 4960,Bajo,"301,4","310,6",1578,33,181,0,No Failure
6576,M21435,Producto 8965,Medio,"301,4","310,5",1451,"45,3",183,0,No Failure
6577,L53756,Producto 4961,Bajo,"301,5","310,5",1644,"34,9",186,0,No Failure
6578,L53757,Producto 4962,Bajo,"301,4","310,4",1388,"45,3",188,0,No Failure
6579,L53758,Producto 4963,Bajo,"301,4","310,4",1543,"40,9",190,0,No Failure
6580,L53759,Producto 4964,Bajo,"301,3","310,4",1501,"41,6",192,0,No Failure
6581,L53760,Producto 4965,Bajo,"301,3","310,4",1507,"39,1",194,0,No Failure
6582,L53761,Producto 4966,Bajo,"301,4","310,4",1559,36,196,0,No Failure
6583,L53762,Producto 4967,Bajo,"301,5","310,5",1528,"35,7",198,0,No Failure
6584,M21443,Producto 8966,Medio,"301,5","310,5",1503,"38,2",200,0,No Failure
6585,L53764,Producto 4968,Bajo,"301,5","310,5",1372,44,203,0,No Failure
6586,M21445,Producto 8967,Medio,"301,5","310,5",1600,"32,8",205,0,No Failure
6587,L53766,Producto 4969,Bajo,"301,5","310,6",1453,44,208,0,No Failure
6588,M21447,Producto 8968,Medio,"301,6","310,7",1813,"24,6",210,0,No Failure
6589,L53768,Producto 4970,Bajo,"301,6","310,7",1457,"40,4",213,0,No Failure
6590,M21449,Producto 8969,Medio,"301,6","310,6",1553,"38,9",0,0,No Failure
6591,L53770,Producto 4971,Bajo,"301,7","310,7",1763,"25,9",3,0,No Failure
6592,L53771,Producto 4972,Bajo,"301,7","310,7",2023,"20,9",5,0,No Failure
6593,M21452,Producto 8970,Medio,"301,6","310,7",1457,"47,8",7,0,No Failure
6594,L53773,Producto 4973,Bajo,"301,6","310,7",1679,"29,5",10,0,No Failure
6595,L53774,Producto 4974,Bajo,"301,6","310,6",2103,"19,7",12,0,No Failure
6596,M21455,Producto 8971,Medio,"301,5","310,7",1460,"38,6",14,0,No Failure
6597,M21456,Producto 8972,Medio,"301,5","310,7",1454,"39,4",17,0,No Failure
6598,L53777,Producto 4975,Bajo,"301,5","310,6",1481,"46,8",20,0,No Failure
6599,L53778,Producto 4976,Bajo,"301,5","310,7",1424,"51,1",22,0,No Failure
6600,L53779,Producto 4977,Bajo,"301,6","310,7",1494,"39,5",24,0,No Failure
6601,M21460,Producto 8973,Medio,"301,5","310,6",1424,47,26,0,No Failure
6602,M21461,Producto 8974,Medio,"301,5","310,7",1347,"47,9",29,0,No Failure
6603,L53782,Producto 4978,Bajo,"301,5","310,6",1374,"46,7",32,0,No Failure
6604,M21463,Producto 8975,Medio,"301,5","310,6",1403,"47,4",34,0,No Failure
6605,M21464,Producto 8976,Medio,"301,5","310,6",1573,"37,4",37,0,No Failure
6606,M21465,Producto 8977,Medio,"301,6","310,6",1691,"30,1",40,0,No Failure
6607,H36020,Producto 658,Alto,"301,5","310,5",1538,"44,3",43,0,No Failure
6608,L53787,Producto 4979,Bajo,"301,5","310,5",1556,"39,1",48,0,No Failure
6609,M21468,Producto 8978,Medio,"301,5","310,4",1593,"36,8",50,0,No Failure
6610,L53789,Producto 4980,Bajo,"301,5","310,4",1474,"39,9",53,0,No Failure
6611,L53790,Producto 4981,Bajo,"301,5","310,4",1543,34,55,0,No Failure
6612,H36025,Producto 659,Alto,"301,5","310,5",1587,"33,8",57,0,No Failure
6613,L53792,Producto 4982,Bajo,"301,6","310,6",1222,70,62,0,No Failure
6614,L53793,Producto 4983,Bajo,"301,7","310,6",1513,"41,1",64,0,No Failure
6615,L53794,Producto 4984,Bajo,"301,7","310,6",1660,"28,7",66,0,No Failure
6616,L53795,Producto 4985,Bajo,"301,7","310,6",1545,"42,1",68,0,No Failure
6617,M21476,Producto 8979,Medio,"301,7","310,6",1380,"45,8",70,0,No Failure
6618,L53797,Producto 4986,Bajo,"301,6","310,6",1321,"60,8",73,0,No Failure
6619,M21478,Producto 8980,Medio,"301,6","310,6",1309,"65,8",75,1,Power Failure
6620,M21479,Producto 8981,Medio,"301,7","310,7",1627,"31,3",78,0,No Failure
6621,M21480,Producto 8982,Medio,"301,6","310,7",1791,"23,8",81,0,No Failure
6622,M21481,Producto 8983,Medio,"301,7","310,7",1861,"21,8",84,0,No Failure
6623,L53802,Producto 4987,Bajo,"301,7","310,7",1493,"51,1",87,0,No Failure
6624,M21483,Producto 8984,Medio,"301,7","310,7",1442,"41,1",89,0,No Failure
6625,L53804,Producto 4988,Bajo,"301,7","310,7",1532,"39,8",92,0,No Failure
6626,M21485,Producto 8985,Medio,"301,6","310,7",1421,"44,4",94,0,No Failure
6627,L53806,Producto 4989,Bajo,"301,6","310,6",1613,"42,5",97,0,No Failure
6628,M21487,Producto 8986,Medio,"301,7","310,6",1876,"22,1",99,0,No Failure
6629,L53808,Producto 4990,Bajo,"301,6","310,5",1593,"34,5",102,0,No Failure
6630,L53809,Producto 4991,Bajo,"301,6","310,5",1397,"49,4",104,0,No Failure
6631,M21490,Producto 8987,Medio,"301,6","310,5",1414,"49,3",106,0,No Failure
6632,M21491,Producto 8988,Medio,"301,5","310,4",1378,"55,3",109,0,No Failure
6633,L53812,Producto 4992,Bajo,"301,4","310,4",1301,"51,2",112,0,No Failure
6634,M21493,Producto 8989,Medio,"301,5","310,5",1737,"29,3",114,0,No Failure
6635,L53814,Producto 4993,Bajo,"301,5","310,5",1396,"44,5",117,0,No Failure
6636,L53815,Producto 4994,Bajo,"301,5","310,5",1534,"39,3",119,0,No Failure
6637,M21496,Producto 8990,Medio,"301,5","310,5",1774,"25,5",121,0,No Failure
6638,H36051,Producto 660,Alto,"301,5","310,5",1453,48,124,0,No Failure
6639,L53818,Producto 4995,Bajo,"301,5","310,5",1453,"44,2",129,0,No Failure
6640,L53819,Producto 4996,Bajo,"301,4","310,5",1380,"48,4",131,0,No Failure
6641,L53820,Producto 4997,Bajo,"301,4","310,4",1334,"43,2",133,0,No Failure
6642,L53821,Producto 4998,Bajo,"301,5","310,5",1702,"28,7",135,0,No Failure
6643,L53822,Producto 4999,Bajo,"301,6","310,6",1431,"37,5",137,0,No Failure
6644,M21503,Producto 8991,Medio,"301,5","310,5",1308,"60,5",139,0,No Failure
6645,L53824,Producto 5000,Bajo,"301,5","310,6",1565,"43,9",142,0,No Failure
6646,M21505,Producto 8992,Medio,"301,5","310,4",1486,"39,6",144,0,No Failure
6647,L53826,Producto 5001,Bajo,"301,5","310,5",1479,"34,2",147,0,No Failure
6648,L53827,Producto 5002,Bajo,"301,5","310,5",1927,"22,4",149,0,No Failure
6649,L53828,Producto 5003,Bajo,"301,5","310,4",1488,"41,1",151,0,No Failure
6650,M21509,Producto 8993,Medio,"301,5","310,4",1350,"54,9",153,0,No Failure
6651,L53830,Producto 5004,Bajo,"301,6","310,4",1561,"35,3",156,0,No Failure
6652,M21511,Producto 8994,Medio,"301,5","310,4",1276,"55,6",158,0,No Failure
6653,H36066,Producto 661,Alto,"301,5","310,4",1580,"35,7",161,0,No Failure
6654,M21513,Producto 8995,Medio,"301,4","310,3",1610,"29,1",166,0,No Failure
6655,L53834,Producto 5005,Bajo,"301,4","310,3",2203,"16,6",169,0,No Failure
6656,L53835,Producto 5006,Bajo,"301,4","310,3",1639,"32,7",171,0,No Failure
6657,M21516,Producto 8996,Medio,"301,4","310,4",1553,"44,7",173,0,No Failure
6658,L53837,Producto 5007,Bajo,"301,4","310,3",1374,"47,6",176,0,No Failure
6659,L53838,Producto 5008,Bajo,"301,4","310,4",1430,"50,9",178,0,No Failure
6660,L53839,Producto 5009,Bajo,"301,3","310,3",1626,"31,3",180,0,No Failure
6661,H36074,Producto 662,Alto,"301,4","310,5",1421,"43,8",182,0,No Failure
6662,M21521,Producto 8997,Medio,"301,3","310,4",1501,"39,8",187,0,No Failure
6663,M21522,Producto 8998,Medio,"301,3","310,4",2093,"18,7",190,0,No Failure
6664,L53843,Producto 5010,Bajo,"301,3","310,4",1504,"47,2",193,0,No Failure
6665,L53844,Producto 5011,Bajo,"301,3","310,4",1538,"38,4",195,0,No Failure
6666,L53845,Producto 5012,Bajo,"301,3","310,4",1440,"41,5",197,0,No Failure
6667,L53846,Producto 5013,Bajo,"301,3","310,4",1414,"51,4",199,0,No Failure
6668,H36081,Producto 663,Alto,"301,4","310,5",1536,"39,9",201,0,No Failure
6669,L53848,Producto 5014,Bajo,"301,4","310,5",1476,"39,2",206,0,No Failure
6670,L53849,Producto 5015,Bajo,"301,4","310,5",1571,"33,9",208,0,No Failure
6671,L53850,Producto 5016,Bajo,"301,5","310,6",1998,"20,2",210,0,No Failure
6672,L53851,Producto 5017,Bajo,"301,5","310,6",1357,"42,1",212,0,No Failure
6673,L53852,Producto 5018,Bajo,"301,6","310,7",1424,"50,5",214,0,No Failure
6674,L53853,Producto 5019,Bajo,"301,6","310,7",1380,"51,8",216,1,Overstrain Failure
6675,L53854,Producto 5020,Bajo,"301,5","310,7",1618,"35,5",218,0,No Failure
6676,L53855,Producto 5021,Bajo,"301,5","310,6",1579,28,220,0,No Failure
6677,L53856,Producto 5022,Bajo,"301,5","310,7",1423,44,222,0,No Failure
6678,L53857,Producto 5023,Bajo,"301,5","310,7",1435,"38,5",224,0,No Failure
6679,M21538,Producto 8999,Medio,"301,5","310,7",1336,"65,6",0,1,Power Failure
6680,L53859,Producto 5024,Bajo,"301,6","310,8",1392,"42,4",3,0,No Failure
6681,L53860,Producto 5025,Bajo,"301,5","310,8",1417,"49,7",5,0,No Failure
6682,L53861,Producto 5026,Bajo,"301,4","310,7",1425,"45,1",7,0,No Failure
6683,L53862,Producto 5027,Bajo,"301,5","310,8",1512,"38,9",9,0,No Failure
6684,L53863,Producto 5028,Bajo,"301,5","310,9",1318,"50,6",11,0,No Failure
6685,L53864,Producto 5029,Bajo,"301,6","310,9",1538,"40,4",13,0,No Failure
6686,L53865,Producto 5030,Bajo,"301,6","310,9",1532,"43,6",15,0,No Failure
6687,L53866,Producto 5031,Bajo,"301,7",311,1715,"24,8",17,0,No Failure
6688,L53867,Producto 5032,Bajo,"301,7",311,1700,"28,7",19,0,No Failure
6689,L53868,Producto 5033,Bajo,"301,7",311,1548,"40,3",21,0,No Failure
6690,L53869,Producto 5034,Bajo,"301,7",311,1546,43,23,0,No Failure
6691,L53870,Producto 5035,Bajo,"301,7",311,1343,"49,2",25,0,No Failure
6692,M21551,Producto 9000,Medio,"301,7",311,1510,"47,8",27,0,No Failure
6693,M21552,Producto 9001,Medio,"301,8",311,1839,"23,6",30,0,No Failure
6694,M21553,Producto 9002,Medio,"301,8",311,1756,"26,7",33,0,No Failure
6695,M21554,Producto 9003,Medio,"301,7","310,9",1300,"62,7",36,0,No Failure
6696,M21555,Producto 9004,Medio,"301,7",311,1311,"55,8",39,0,No Failure
6697,L53876,Producto 5036,Bajo,"301,7","310,9",1636,"31,3",42,0,No Failure
6698,L53877,Producto 5037,Bajo,"301,6","310,9",1643,"34,1",44,0,No Failure
6699,L53878,Producto 5038,Bajo,"301,6","310,8",1418,"44,7",46,0,No Failure
6700,M21559,Producto 9005,Medio,"301,7","310,8",1516,"40,4",48,0,No Failure
6701,H36114,Producto 664,Alto,"301,6","310,9",1419,"50,2",51,0,No Failure
6702,L53881,Producto 5039,Bajo,"301,6","310,9",1623,"34,1",56,0,No Failure
6703,M21562,Producto 9006,Medio,"301,6","310,8",1664,32,58,0,No Failure
6704,M21563,Producto 9007,Medio,"301,5","310,7",1744,"28,2",61,0,No Failure
6705,M21564,Producto 9008,Medio,"301,5","310,7",1510,36,64,0,No Failure
6706,M21565,Producto 9009,Medio,"301,5","310,6",1382,"58,1",67,0,No Failure
6707,L53886,Producto 5040,Bajo,"301,4","310,6",1381,"46,1",70,0,No Failure
6708,L53887,Producto 5041,Bajo,"301,3","310,6",1556,39,72,0,No Failure
6709,M21568,Producto 9010,Medio,"301,4","310,6",1464,"37,4",74,0,No Failure
6710,L53889,Producto 5042,Bajo,"301,4","310,6",1481,"37,6",77,0,No Failure
6711,L53890,Producto 5043,Bajo,"301,5","310,7",1323,"49,7",79,0,No Failure
6712,L53891,Producto 5044,Bajo,"301,5","310,7",1426,"46,1",81,0,No Failure
6713,H36126,Producto 665,Alto,"301,4","310,7",1516,"36,4",83,0,No Failure
6714,L53893,Producto 5045,Bajo,"301,3","310,6",1416,"45,2",88,0,No Failure
6715,L53894,Producto 5046,Bajo,"301,3","310,6",1440,"53,8",90,0,No Failure
6716,L53895,Producto 5047,Bajo,"301,3","310,6",1576,"30,4",92,0,No Failure
6717,L53896,Producto 5048,Bajo,"301,3","310,6",1387,"53,6",94,0,No Failure
6718,M21577,Producto 9011,Medio,"301,4","310,6",1464,"48,6",96,0,No Failure
6719,L53898,Producto 5049,Bajo,"301,4","310,6",2137,18,99,0,No Failure
6720,M21579,Producto 9012,Medio,"301,4","310,6",1431,"40,6",101,0,No Failure
6721,L53900,Producto 5050,Bajo,"301,3","310,6",1458,48,104,0,No Failure
6722,L53901,Producto 5051,Bajo,"301,4","310,7",1280,61,106,0,No Failure
6723,L53902,Producto 5052,Bajo,"301,4","310,7",1657,"28,7",108,0,No Failure
6724,M21583,Producto 9013,Medio,"301,4","310,6",1565,"36,1",110,0,No Failure
6725,L53904,Producto 5053,Bajo,"301,3","310,6",1560,"36,8",113,0,No Failure
6726,M21585,Producto 9014,Medio,"301,5","310,7",1359,"47,1",115,0,No Failure
6727,L53906,Producto 5054,Bajo,"301,5","310,8",1500,41,118,0,No Failure
6728,L53907,Producto 5055,Bajo,"301,5","310,8",1785,"25,5",120,0,No Failure
6729,L53908,Producto 5056,Bajo,"301,5","310,9",1891,"23,2",122,0,No Failure
6730,H36143,Producto 666,Alto,"301,5","310,9",1524,"40,4",124,0,No Failure
6731,M21590,Producto 9015,Medio,"301,6",311,1431,"42,3",129,0,No Failure
6732,L53911,Producto 5057,Bajo,"301,6","310,9",1385,"51,2",132,0,No Failure
6733,L53912,Producto 5058,Bajo,"301,7",311,1503,"44,8",134,0,No Failure
6734,M21593,Producto 9016,Medio,"301,7",311,1311,"46,8",136,0,No Failure
6735,M21594,Producto 9017,Medio,"301,6","310,9",1575,"40,1",139,0,No Failure
6736,L53915,Producto 5059,Bajo,"301,6",311,1485,"40,1",142,0,No Failure
6737,L53916,Producto 5060,Bajo,"301,7",311,1527,"42,2",144,0,No Failure
6738,M21597,Producto 9018,Medio,"301,7",311,1537,"33,5",146,0,No Failure
6739,H36152,Producto 667,Alto,"301,8","311,1",1463,"50,1",149,0,No Failure
6740,L53919,Producto 5061,Bajo,"301,7","311,2",1482,"43,6",154,0,No Failure
6741,L53920,Producto 5062,Bajo,"301,8","311,2",1417,"55,9",156,0,No Failure
6742,M21601,Producto 9019,Medio,"301,7","311,1",1506,"39,5",158,0,No Failure
6743,H36156,Producto 668,Alto,"301,7","311,2",1639,30,161,0,No Failure
6744,L53923,Producto 5063,Bajo,"301,7","311,2",1418,38,166,0,No Failure
6745,M21604,Producto 9020,Medio,"301,7",311,1298,"58,1",168,0,No Failure
